make,model,year,esc_consensus,T_assign,v2_action
HUMMER,H2,2003,not_found,,rescue_failed
KIA,SPORTAGE,2010,Standard,1.0,carried
JAGUAR,X-TYPE,2004,Optional,,carried
MITSUBISHI,ECLIPSE,2008,Optional,,carried
VOLVO,S40,2008,Standard,1.0,carried
CADILLAC,ELDORADO,2000,not_found,,carried
MERCEDES-BENZ,M-CLASS,2010,not_found,,carried
MAZDA,CX-7,2008,Standard,1.0,carried
CADILLAC,ELDORADO,2001,not_found,,carried
MERCURY,GRAND MARQUIS,2002,No,0.0,carried
NISSAN,XTERRA,2005,Optional,,carried
ACURA,RSX,2006,No,0.0,carried
CADILLAC,ESCALADE,2002,Standard,1.0,carried
FORD,CROWN VICTORIA,2004,No,0.0,carried
INFINITI,QX56,2007,Standard,1.0,carried
FORD,RANGER,2007,No,0.0,carried
LAND ROVER,FREELANDER,2002,No,0.0,carried
BMW,330I,2001,not_found,,carried
SUZUKI,AERIO,2002,No,0.0,carried
TOYOTA,ECHO,2001,No,0.0,carried
NISSAN,CUBE,2009,Standard,1.0,carried
BMW,X5,2001,not_found,,rescue_failed
CHEVROLET,MONTE CARLO,2004,No,0.0,carried
ISUZU,RODEO,2001,No,0.0,carried
MERCEDES-BENZ,C-CLASS,2009,Standard,1.0,carried
NISSAN,MAXIMA,2005,Optional,,carried
FORD,EXPLORER,2009,Standard,1.0,carried
ACURA,MDX,2002,No,0.0,carried
DODGE,GRAND CARAVAN,2004,No,0.0,carried
MITSUBISHI,GALANT,2009,No,0.0,carried
LAND ROVER,LR3,2005,Standard,1.0,carried
MERCEDES-BENZ,CLK-CLASS,2008,Standard,1.0,carried
HONDA,ODYSSEY,2003,No,0.0,carried
INFINITI,I30,2001,No,0.0,carried
KIA,SEDONA,2007,Standard,1.0,carried
CHRYSLER,SEBRING,2004,No,0.0,carried
LINCOLN,TOWN CAR,2002,No,0.0,carried
CHEVROLET,BLAZER,2000,No,0.0,carried
VOLVO,XC90,2008,Standard,1.0,carried
JAGUAR,X-TYPE,2005,Standard,1.0,carried
LINCOLN,TOWN CAR,2005,No,0.0,carried
DODGE,GRAND CARAVAN,2009,Standard,1.0,carried
OLDSMOBILE,SILHOUETTE,2003,No,0.0,carried
LINCOLN,TOWN CAR,2007,No,0.0,carried
TOYOTA,RAV4,2005,Standard,1.0,carried
NISSAN,PATHFINDER,2008,Standard,1.0,carried
CHEVROLET,SUBURBAN,2000,not_found,,carried
HYUNDAI,SONATA,2002,No,0.0,carried
MERCEDES-BENZ,E-CLASS,2005,Standard,1.0,carried
NISSAN,QUEST,2002,No,0.0,carried
SATURN,RELAY,2005,Optional,,carried
BUICK,ENCLAVE,2010,Standard,1.0,carried
SATURN,SW2,2000,not_found,,carried
BMW,330XI,2004,not_found,,carried
TOYOTA,VENZA,2009,Standard,1.0,carried
MITSUBISHI,ECLIPSE SPYDER,2003,No,0.0,carried
LEXUS,RX,2000,not_found,,rescue_failed
SUZUKI,GRAND VITARA,2003,No,0.0,carried
GMC,ACADIA,2008,Standard,1.0,carried
BMW,Z4,2004,Standard,1.0,rescued
MINI,CLUBMAN,2008,Standard,1.0,carried
GMC,YUKON,2000,No,0.0,carried
MERCURY,SABLE,2005,No,0.0,carried
NISSAN,XTERRA,2009,Standard,1.0,carried
SUBARU,FORESTER,2001,No,0.0,carried
FORD,ESCAPE,2004,No,0.0,carried
BMW,335I,2009,not_found,,carried
JEEP,CHEROKEE,2001,No,0.0,carried
BMW,330I,2006,not_found,,carried
TOYOTA,SIENNA,2008,Standard,1.0,carried
BMW,750LI,2009,not_found,,carried
SATURN,VUE,2008,Standard,1.0,carried
CHEVROLET,UPLANDER,2006,Optional,,carried
DODGE,DURANGO,2008,Standard,1.0,carried
MITSUBISHI,LANCER,2009,Optional,,carried
KIA,SPECTRA,2003,No,0.0,carried
FORD,TAURUS X,2009,Standard,1.0,carried
BMW,530XI,2006,not_found,,carried
LEXUS,IS,2003,not_found,,rescue_failed
MINI,COOPER CONVERTIBLE,2009,Optional,,carried
KIA,SEDONA,2006,Standard,1.0,carried
NISSAN,MAXIMA,2000,No,0.0,carried
CHEVROLET,MONTE CARLO,2001,No,0.0,carried
CHRYSLER,PACIFICA,2006,No,0.0,carried
GMC,ENVOY,2009,Standard,1.0,carried
BMW,525I,2006,not_found,,carried
VOLVO,S70,2000,No,0.0,carried
PONTIAC,GRAND AM,2000,No,0.0,carried
GMC,YUKON,2001,No,0.0,carried
CHEVROLET,MONTE CARLO,2006,No,0.0,carried
SAAB,9-3,2003,ambiguous,,carried
TOYOTA,SIENNA,2007,Optional,,carried
NISSAN,350Z,2004,Optional,,carried
KIA,RIO,2001,No,0.0,carried
CHEVROLET,TAHOE,2008,Standard,1.0,carried
JAGUAR,XJ8,2003,not_found,,carried
MERCURY,MONTEGO,2007,No,0.0,carried
FORD,FREESTAR,2007,Optional,,carried
TOYOTA,COROLLA MATRIX,2007,Optional,,carried
CHRYSLER,LHS,2001,No,0.0,carried
KIA,RONDO,2007,Optional,,carried
LEXUS,RX,2007,not_found,,rescue_failed
TOYOTA,AVALON,2001,Optional,,carried
SUBARU,IMPREZA,2004,No,0.0,carried
FORD,TAURUS,2009,Standard,1.0,carried
SUBARU,LEGACY,2001,Optional,,carried
SUBARU,LEGACY,2005,No,0.0,carried
MERCEDES-BENZ,CLK-CLASS,2000,not_found,,carried
FORD,ESCORT,2001,No,0.0,carried
NISSAN,ALTIMA,2000,No,0.0,carried
MERCEDES-BENZ,CLK-CLASS,2007,Standard,1.0,carried
JEEP,LIBERTY,2003,No,0.0,carried
PONTIAC,FIREBIRD,2001,No,0.0,carried
OLDSMOBILE,BRAVADA,2002,No,0.0,carried
VOLKSWAGEN,PASSAT,2001,No,0.0,carried
SATURN,LS2,2001,not_found,,carried
CHEVROLET,AVEO,2007,No,0.0,carried
MERCEDES-BENZ,E-CLASS,2010,Standard,1.0,carried
BMW,540I,2000,not_found,,carried
MAZDA,626,2000,No,0.0,carried
SUZUKI,VERONA,2005,No,0.0,carried
GMC,YUKON,2003,Optional,,carried
LEXUS,LS,2007,not_found,,rescue_failed
LEXUS,RX,2005,not_found,,rescue_failed
NISSAN,MURANO,2004,Optional,,carried
MINI,COOPER,2010,Standard,1.0,carried
ACURA,RSX,2005,No,0.0,carried
NISSAN,ARMADA,2008,Standard,1.0,carried
FORD,F-150,2005,No,0.0,carried
MITSUBISHI,DIAMANTE,2004,No,0.0,carried
CHEVROLET,TRACKER,2004,No,0.0,carried
NISSAN,XTERRA,2008,Standard,1.0,carried
HYUNDAI,TIBURON,2007,Optional,,carried
BMW,X3,2008,Standard,1.0,rescued
MERCURY,GRAND MARQUIS,2006,No,0.0,carried
VOLVO,S40,2010,Standard,1.0,carried
MITSUBISHI,MONTERO SPORT,2001,No,0.0,carried
MERCEDES-BENZ,S-CLASS,2006,Standard,1.0,carried
SATURN,L200,2003,not_found,,carried
TOYOTA,SCION TC,2000,not_found,,carried
VOLVO,V70,2001,not_found,,carried
BMW,325XI,2003,not_found,,carried
SUBARU,OUTBACK,2007,Optional,,carried
TOYOTA,ECHO,2000,not_found,,carried
ISUZU,TROOPER,2002,No,0.0,carried
BUICK,REGAL,2001,No,0.0,carried
SUZUKI,GRAND VITARA,2001,No,0.0,carried
MITSUBISHI,LANCER,2008,Optional,,carried
FORD,FREESTAR,2006,Optional,,carried
SUBARU,B9 TRIBECA,2007,not_found,,carried
TOYOTA,SEQUOIA,2008,Standard,1.0,carried
PONTIAC,GRAND AM,2001,No,0.0,carried
CHEVROLET,EQUINOX,2009,Standard,1.0,carried
CHEVROLET,MALIBU CLASSIC,2004,No,0.0,carried
VOLVO,XC90,2006,Standard,1.0,carried
DODGE,NEON,2001,No,0.0,carried
CHEVROLET,GEO PRIZM,2002,not_found,,carried
MITSUBISHI,ECLIPSE,2007,No,0.0,carried
CHEVROLET,CORVETTE,2002,Standard,1.0,carried
LINCOLN,MKZ,2009,Standard,1.0,carried
HYUNDAI,TIBURON,2004,No,0.0,carried
VOLVO,S40,2005,Optional,,carried
MINI,COOPER,2005,Optional,,carried
MERCURY,SABLE,2001,Optional,,carried
FORD,FIVE HUNDRED,2007,No,0.0,carried
OLDSMOBILE,AURORA,2003,Standard,1.0,carried
CHEVROLET,HHR,2008,Optional,,carried
BUICK,RENDEZVOUS,2006,No,0.0,carried
GMC,TERRAIN,2010,Standard,1.0,carried
VOLKSWAGEN,PASSAT,2010,Standard,1.0,carried
MITSUBISHI,ECLIPSE SPYDER,2008,No,0.0,carried
SUZUKI,GRAND VITARA,2005,No,0.0,carried
GMC,SAFARI,2002,No,0.0,carried
FORD,FREESTAR,2005,Optional,,carried
GMC,YUKON XL,2005,Optional,,carried
AUDI,A5,2010,Standard,1.0,rescued
NISSAN,PATHFINDER,2004,Optional,,carried
SATURN,OUTLOOK,2008,Standard,1.0,carried
DODGE,DURANGO,2006,Optional,,carried
HONDA,ACCORD CROSSTOUR,2010,Standard,1.0,carried
MITSUBISHI,OUTLANDER,2008,Standard,1.0,carried
TOYOTA,PRIUS,2010,Standard,1.0,carried
BMW,528I,2010,not_found,,carried
BMW,X5,2004,Standard,1.0,rescued
CADILLAC,COMMERCIAL CHASSIS,2007,not_found,,carried
KIA,RIO,2007,No,0.0,carried
MAZDA,MX-5,2006,not_found,,carried
MERCURY,MOUNTAINEER,2006,Standard,1.0,carried
MERCEDES-BENZ,C-CLASS,2000,not_found,,carried
FORD,ESCAPE,2007,No,0.0,carried
HONDA,ELEMENT,2004,No,0.0,carried
FORD,WINDSTAR,2001,No,0.0,carried
MAZDA,CX-9,2009,Standard,1.0,carried
TOYOTA,RAV4,2007,Standard,1.0,carried
BMW,328XI,2007,not_found,,carried
INFINITI,QX4,2003,No,0.0,carried
BMW,M5,2000,not_found,,rescue_failed
ACURA,RDX,2007,Standard,1.0,carried
CADILLAC,CTS,2006,Optional,,carried
HYUNDAI,XG300,2001,not_found,,carried
ACURA,MDX,2010,Standard,1.0,carried
LEXUS,ES,2005,not_found,,rescue_failed
DODGE,INTREPID,2004,No,0.0,carried
BMW,335D,2009,not_found,,carried
TOYOTA,SCION XB,2008,Standard,1.0,carried
VOLKSWAGEN,BEETLE,2001,not_found,,carried
VOLKSWAGEN,EOS,2007,Standard,1.0,carried
SUBARU,LEGACY,2000,No,0.0,carried
CHEVROLET,AVEO,2006,No,0.0,carried
FORD,EXPEDITION,2009,Standard,1.0,carried
MERCEDES-BENZ,M-CLASS,2007,not_found,,carried
BMW,X5,2006,Standard,1.0,rescued
TOYOTA,SEQUOIA,2002,Standard,1.0,carried
GMC,ENVOY,2006,Standard,1.0,carried
SATURN,SC2,2001,not_found,,carried
BUICK,LUCERNE,2007,Optional,,carried
MERCEDES-BENZ,CLK-CLASS,2003,Standard,1.0,carried
BUICK,TERRAZA,2007,Standard,1.0,carried
VOLKSWAGEN,PASSAT,2007,Standard,1.0,carried
LAND ROVER,LR3,2008,Standard,1.0,carried
LINCOLN,TOWN CAR,2003,No,0.0,carried
MERCURY,MOUNTAINEER,2004,Optional,,carried
VOLKSWAGEN,GLI,2008,Standard,1.0,carried
HYUNDAI,ACCENT,2000,not_found,,carried
CHEVROLET,GEO PRIZM,2001,not_found,,carried
OLDSMOBILE,AURORA,2001,Optional,,carried
MAZDA,MAZDA5,2007,No,0.0,carried
MERCEDES-BENZ,E-CLASS,2002,Standard,1.0,carried
NISSAN,XTERRA,2002,No,0.0,carried
MERCURY,SABLE,2008,Optional,,carried
NISSAN,PATHFINDER,2006,Standard,1.0,carried
INFINITI,G37,2008,Standard,1.0,carried
MERCURY,MYSTIQUE,2000,No,0.0,carried
BMW,330CI,2003,not_found,,carried
TOYOTA,4-RUNNER,2004,not_found,,carried
HONDA,ODYSSEY,2004,No,0.0,carried
GMC,YUKON XL,2002,No,0.0,carried
CHEVROLET,BLAZER,2003,No,0.0,carried
BUICK,PARK AVENUE,2002,Optional,,carried
CHEVROLET,VENTURE,2005,No,0.0,carried
HYUNDAI,ACCENT,2004,No,0.0,carried
BUICK,LACROSSE,2008,Optional,,carried
JEEP,LIBERTY,2007,Standard,1.0,carried
GMC,YUKON XL,2000,No,0.0,carried
VOLKSWAGEN,TOUAREG,2008,Standard,1.0,carried
VOLKSWAGEN,GTI,2002,not_found,,carried
MERCEDES-BENZ,C-CLASS,2010,Standard,1.0,carried
HYUNDAI,TIBURON,2005,No,0.0,carried
HONDA,PASSPORT,2000,No,0.0,carried
LEXUS,LS,2008,not_found,,rescue_failed
BMW,X5,2008,Standard,1.0,rescued
MITSUBISHI,LANCER,2005,No,0.0,carried
AUDI,A4,2007,not_found,,rescue_failed
PONTIAC,GRAND PRIX,2003,No,0.0,carried
MAZDA,TRIBUTE,2005,No,0.0,carried
MAZDA,MX-5,2000,not_found,,carried
MERCURY,MILAN,2009,Optional,,carried
TOYOTA,YARIS,2010,Standard,1.0,carried
CADILLAC,ESCALADE,2005,Standard,1.0,carried
CHEVROLET,SUBURBAN,2002,No,0.0,carried
AUDI,A6,2010,Standard,1.0,rescued
MERCEDES-BENZ,CLK-CLASS,2002,Standard,1.0,carried
GMC,SIERRA,2007,Optional,,carried
DODGE,STRATUS,2001,No,0.0,carried
NISSAN,350Z,2006,Optional,,carried
LINCOLN,MKS,2010,Standard,1.0,carried
HUMMER,H3,2009,Standard,1.0,rescued
VOLVO,XC90,2005,Standard,1.0,carried
CADILLAC,ESCALADE,2000,No,0.0,carried
KIA,RIO,2005,No,0.0,carried
AUDI,Q7,2008,Standard,1.0,rescued
MAZDA,MILLENIA,2002,No,0.0,carried
GMC,JIMMY UTILITY,2001,No,0.0,carried
VOLVO,S80,2005,Optional,,carried
BMW,750LI,2007,not_found,,carried
HONDA,INSIGHT,2010,Optional,,carried
MERCURY,GRAND MARQUIS,2000,No,0.0,carried
HONDA,FIT,2007,No,0.0,carried
GMC,YUKON XL,2003,Optional,,carried
AUDI,Q5,2010,Standard,1.0,rescued
NISSAN,350Z,2007,Optional,,carried
FORD,EXPEDITION,2002,No,0.0,carried
SUBARU,IMPREZA,2006,No,0.0,carried
SAAB,9-5,2005,Standard,1.0,carried
LEXUS,LS,2004,not_found,,rescue_failed
HONDA,ELEMENT,2009,Standard,1.0,carried
BMW,530I,2005,not_found,,carried
HONDA,S2000,2003,No,0.0,carried
PORSCHE,PANAMERA,2010,Standard,1.0,carried
BUICK,RAINIER,2007,Standard,1.0,carried
MITSUBISHI,GALANT,2008,No,0.0,carried
KIA,SPECTRA LD,2004,No,0.0,carried
SUBARU,IMPREZA,2007,No,0.0,carried
VOLKSWAGEN,BEETLE,2003,not_found,,carried
JAGUAR,S-TYPE,2000,not_found,,carried
BMW,Z3,2000,not_found,,rescue_failed
JEEP,CHEROKEE,2000,No,0.0,carried
ISUZU,RODEO,2002,No,0.0,carried
MERCEDES-BENZ,C-CLASS,2001,not_found,,carried
AUDI,TT,2008,Standard,1.0,rescued
BMW,525I,2001,not_found,,carried
NISSAN,XTERRA,2003,Optional,,carried
GMC,YUKON XL,2004,Optional,,carried
TOYOTA,RAV4,2001,No,0.0,carried
AUDI,A3,2007,Standard,1.0,rescued
TOYOTA,SIENNA,2000,No,0.0,carried
VOLKSWAGEN,JETTA WAGON,2010,Standard,1.0,carried
CHEVROLET,VENTURE,2004,No,0.0,carried
SUBARU,OUTBACK,2008,Optional,,carried
NISSAN,CUBE,2010,Standard,1.0,carried
LINCOLN,AVIATOR,2003,Optional,,carried
LAND ROVER,RANGE ROVER SPORT,2007,Standard,1.0,carried
NISSAN,MURANO,2010,Standard,1.0,carried
TOYOTA,SCION XA,2005,No,0.0,carried
MITSUBISHI,ECLIPSE SPYDER,2001,No,0.0,carried
SATURN,LS1,2000,not_found,,carried
MERCURY,COUGAR,2002,No,0.0,carried
CADILLAC,DEVILLE,2002,Optional,,carried
CADILLAC,ESCALADE,2008,Standard,1.0,carried
HONDA,PRELUDE,2001,not_found,,carried
LEXUS,SC,2002,not_found,,rescue_failed
CHEVROLET,ASTRO VAN,2005,No,0.0,carried
GMC,ACADIA,2009,Standard,1.0,carried
CHEVROLET,TAHOE,2005,Optional,,carried
INFINITI,I30,2000,No,0.0,carried
PONTIAC,SUNFIRE,2003,No,0.0,carried
PORSCHE,BOXSTER,2003,Optional,,carried
MERCEDES-BENZ,S-CLASS,2002,Standard,1.0,carried
VOLVO,XC60,2010,Standard,1.0,carried
NISSAN,ARMADA,2007,Standard,1.0,carried
SMART,FORTWO,2008,Standard,1.0,carried
NISSAN,ARMADA,2004,Standard,1.0,carried
MERCURY,MOUNTAINEER,2003,Optional,,carried
CHEVROLET,CORVETTE,2001,not_found,,carried
BMW,330CIC,2003,not_found,,carried
ACURA,RL,2010,Standard,1.0,rescued
CHEVROLET,CAVALIER,2001,No,0.0,carried
HYUNDAI,ACCENT,2003,ambiguous,,carried
HONDA,S2000,2008,Standard,1.0,carried
MAZDA,MPV,2004,No,0.0,carried
LEXUS,ES,2000,not_found,,rescue_failed
TOYOTA,PRIUS,2002,Optional,,carried
CHRYSLER,300,2000,not_found,,carried
TOYOTA,PRIUS,2009,Optional,,carried
NISSAN,370Z,2010,Standard,1.0,carried
TOYOTA,SCION XB,2010,Standard,1.0,carried
JEEP,WRANGLER,2004,No,0.0,carried
KIA,RONDO,2009,Standard,1.0,carried
FORD,EXPEDITION,2005,Optional,,carried
HONDA,ELEMENT,2003,No,0.0,carried
PONTIAC,BONNEVILLE,2005,Optional,,carried
FORD,CROWN VICTORIA,2002,No,0.0,carried
PONTIAC,BONNEVILLE,2000,not_found,,carried
LINCOLN,MKX,2010,Standard,1.0,carried
LEXUS,IS,2009,Standard,1.0,rescued
HYUNDAI,GENESIS COUPE,2010,Standard,1.0,carried
FORD,F-150,2004,No,0.0,carried
MAZDA,MAZDA3,2004,No,0.0,carried
PONTIAC,G3,2009,No,0.0,rescued
MERCEDES-BENZ,SLK-CLASS,2003,not_found,,carried
MERCURY,GRAND MARQUIS,2005,No,0.0,carried
BMW,X3,2006,Standard,1.0,rescued
SATURN,SL1,2000,not_found,,carried
FORD,F-150,2006,No,0.0,carried
FORD,F-350,2005,not_found,,carried
TOYOTA,HIGHLANDER,2009,Standard,1.0,carried
GMC,SIERRA,2001,No,0.0,carried
KIA,BORREGO,2009,Standard,1.0,carried
MINI,COOPER,2009,Optional,,carried
FORD,ESCAPE,2001,No,0.0,carried
ISUZU,AXIOM,2002,No,0.0,carried
JEEP,PATRIOT,2008,Standard,1.0,carried
SAAB,9-3,2007,Standard,1.0,carried
TOYOTA,CELICA,2004,No,0.0,carried
FORD,FOCUS,2003,Optional,,carried
MERCEDES-BENZ,R-CLASS,2008,Standard,1.0,carried
KIA,SPORTAGE,2002,No,0.0,carried
SATURN,LS,2002,not_found,,rescue_failed
TOYOTA,COROLLA MATRIX,2008,Optional,,carried
INFINITI,EX35,2008,Standard,1.0,carried
CADILLAC,DTS,2006,Optional,,carried
CHRYSLER,300C,2007,not_found,,carried
SUBARU,IMPREZA,2010,Standard,1.0,carried
INFINITI,M35,2008,not_found,,carried
TOYOTA,LAND CRUISER,2000,not_found,,carried
MERCEDES-BENZ,M-CLASS,2008,not_found,,carried
MERCEDES-BENZ,S-CLASS,2003,Standard,1.0,carried
TOYOTA,SEQUOIA,2010,Standard,1.0,carried
VOLVO,S60,2001,No,0.0,carried
VOLKSWAGEN,TOUAREG,2010,Standard,1.0,carried
SUBARU,LEGACY,2008,Optional,,carried
HONDA,ELEMENT,2007,Standard,1.0,carried
ACURA,MDX,2001,not_found,,carried
HYUNDAI,SANTA FE,2006,No,0.0,carried
ISUZU,RODEO,2004,No,0.0,carried
LAND ROVER,DISCOVERY,2004,No,0.0,carried
SUBARU,LEGACY,2009,Optional,,carried
KIA,OPTIMA,2002,No,0.0,carried
AUDI,Q5,2009,Standard,1.0,rescued
LEXUS,LX,2000,not_found,,rescue_failed
BUICK,RENDEZVOUS,2007,No,0.0,carried
BUICK,REGAL,2000,No,0.0,carried
CHEVROLET,SUBURBAN,2005,Optional,,carried
FORD,EXCURSION,2004,not_found,,carried
BUICK,RAINIER,2005,No,0.0,carried
SUZUKI,FORENZA,2006,No,0.0,carried
KIA,OPTIMA,2003,No,0.0,carried
HONDA,ELEMENT,2010,Standard,1.0,carried
TOYOTA,SCION XD,2009,Optional,,carried
LINCOLN,MKT,2010,Standard,1.0,carried
VOLVO,S40,2002,Optional,,carried
PONTIAC,GRAND PRIX,2004,Optional,,carried
SATURN,OUTLOOK,2007,Standard,1.0,carried
PONTIAC,SUNFIRE,2005,No,0.0,carried
CHRYSLER,300,2010,Optional,,carried
LEXUS,RX,2002,not_found,,rescue_failed
CADILLAC,DTS,2008,Standard,1.0,carried
INFINITI,FX50,2010,not_found,,carried
HYUNDAI,ELANTRA TOURING,2010,Standard,1.0,carried
MITSUBISHI,ENDEAVOR,2005,Optional,,carried
PONTIAC,GRAND PRIX,2005,Optional,,carried
CHEVROLET,AVEO,2009,No,0.0,carried
SATURN,AURA,2009,Standard,1.0,carried
VOLVO,S80,2000,No,0.0,carried
ACURA,RDX,2010,Standard,1.0,carried
VOLVO,XC70,2006,Optional,,carried
SUBARU,FORESTER,2003,No,0.0,carried
ISUZU,AXIOM,2003,No,0.0,carried
LEXUS,GS,2007,not_found,,rescue_failed
HYUNDAI,TUCSON,2008,Standard,1.0,carried
AUDI,A6,2007,Standard,1.0,rescued
PONTIAC,BONNEVILLE,2001,Optional,,carried
HYUNDAI,AZERA,2007,Standard,1.0,carried
LINCOLN,TOWN CAR,2008,No,0.0,carried
MERCEDES-BENZ,CLK-CLASS,2001,not_found,,carried
MERCEDES-BENZ,M-CLASS,2009,not_found,,carried
INFINITI,FX35,2009,not_found,,carried
DODGE,CALIBER,2009,Optional,,carried
TOYOTA,VENZA,2010,Standard,1.0,carried
DODGE,DURANGO,2007,Standard,1.0,carried
OLDSMOBILE,SILHOUETTE,2004,No,0.0,carried
CHEVROLET,CAMARO,2002,No,0.0,carried
MERCURY,MARINER,2007,No,0.0,carried
NISSAN,QUEST,2009,Optional,,carried
MITSUBISHI,GALANT,2010,Standard,1.0,carried
VOLKSWAGEN,GTI,2001,not_found,,carried
BMW,645CI,2005,not_found,,carried
BMW,528I,2009,not_found,,carried
LEXUS,GS,2010,not_found,,rescue_failed
TOYOTA,SCION XD,2010,Standard,1.0,carried
SUBARU,BAJA,2003,No,0.0,carried
SUBARU,B9 TRIBECA,2009,not_found,,carried
VOLVO,V70,2002,Optional,,carried
SAAB,9-3,2004,Standard,1.0,carried
KIA,SPECTRA,2004,No,0.0,carried
HYUNDAI,TUCSON,2007,Standard,1.0,carried
FORD,F-250,2006,not_found,,carried
AUDI,A3,2006,Standard,1.0,rescued
CHEVROLET,EQUINOX,2010,Standard,1.0,carried
SUBARU,FORESTER,2006,No,0.0,carried
VOLVO,V50,2006,Optional,,carried
FORD,TAURUS X,2008,Standard,1.0,carried
LINCOLN,TOWN CAR,2009,No,0.0,carried
VOLKSWAGEN,GTI,2009,Standard,1.0,carried
AUDI,A4,2008,Standard,1.0,rescued
HYUNDAI,ACCENT,2007,No,0.0,carried
VOLKSWAGEN,JETTA WAGON,2005,Optional,,carried
ISUZU,ASCENDER,2004,No,0.0,carried
VOLKSWAGEN,PASSAT,2005,Standard,1.0,carried
MERCURY,MONTEREY,2005,Optional,,carried
FORD,F-550,2001,not_found,,carried
MAZDA,MAZDA6,2008,No,0.0,carried
CHRYSLER,300,2004,not_found,,carried
MITSUBISHI,ECLIPSE,2009,Optional,,carried
GMC,YUKON XL,2009,Standard,1.0,carried
MINI,COOPER CONVERTIBLE,2006,Optional,,carried
MAZDA,CX-9,2007,Standard,1.0,carried
SATURN,SKY,2008,Standard,1.0,carried
PONTIAC,AZTEK,2003,No,0.0,carried
HONDA,ELEMENT,2005,No,0.0,carried
HYUNDAI,TIBURON,2001,not_found,,carried
PONTIAC,MONTANA/ SV6,2003,not_found,,carried
MERCEDES-BENZ,GL-CLASS,2008,Standard,1.0,carried
MINI,COOPER,2008,Optional,,carried
INFINITI,FX35,2004,not_found,,carried
HYUNDAI,TUCSON,2005,Standard,1.0,carried
TOYOTA,CELICA,2003,No,0.0,carried
HYUNDAI,SONATA,2000,No,0.0,carried
BMW,330CI,2001,not_found,,carried
KIA,SORENTO,2009,Standard,1.0,carried
PORSCHE,BOXSTER,2009,Standard,1.0,carried
VOLVO,C30,2008,Standard,1.0,carried
LEXUS,GS,2005,not_found,,rescue_failed
LEXUS,LS,2001,not_found,,rescue_failed
INFINITI,M45,2007,not_found,,carried
HUMMER,H2,2007,No,0.0,rescued
FORD,E-150,2002,not_found,,carried
CADILLAC,ESCALADE,2010,Standard,1.0,carried
MERCEDES-BENZ,E-CLASS,2009,Standard,1.0,carried
AUDI,A4,2009,Standard,1.0,rescued
VOLKSWAGEN,ROUTAN,2010,Standard,1.0,carried
MERCURY,MOUNTAINEER,2005,Standard,1.0,carried
JEEP,GRAND CHEROKEE,2008,Standard,1.0,carried
SATURN,VUE,2007,No,0.0,carried
MERCEDES-BENZ,E-CLASS,2007,Standard,1.0,carried
KIA,SPECTRA,2002,No,0.0,carried
DODGE,NITRO,2009,Standard,1.0,carried
FORD,ZX2,2003,No,0.0,carried
PONTIAC,TORRENT,2007,Standard,1.0,carried
LINCOLN,LS,2003,Optional,,rescued
MERCEDES-BENZ,M-CLASS,2004,not_found,,carried
HYUNDAI,ACCENT,2001,No,0.0,carried
CADILLAC,SRX,2006,Standard,1.0,carried
CHEVROLET,LUMINA,2000,No,0.0,carried
CADILLAC,DEVILLE,2000,No,0.0,carried
ACURA,TSX,2008,Standard,1.0,carried
LEXUS,RX,2009,not_found,,rescue_failed
LINCOLN,NAVIGATOR,2003,Optional,,carried
DODGE,DAKOTA,2000,No,0.0,carried
HUMMER,H3,2006,No,0.0,rescued
CHEVROLET,VENTURE,2001,No,0.0,carried
AUDI,A6,2005,Standard,1.0,rescued
SATURN,LS2,2000,not_found,,carried
PONTIAC,TORRENT,2009,Standard,1.0,carried
LEXUS,GX,2006,not_found,,rescue_failed
NISSAN,XTERRA,2004,Optional,,carried
BMW,530IA,2003,not_found,,carried
PONTIAC,BONNEVILLE,2002,Optional,,carried
ACURA,MDX,2003,Standard,1.0,carried
VOLVO,V40,2004,No,0.0,carried
TOYOTA,PRIUS,2006,Optional,,carried
SUBARU,FORESTER,2007,No,0.0,carried
KIA,SEPHIA II/SPECTRA,2000,not_found,,carried
BUICK,REGAL,2003,No,0.0,carried
MERCURY,MARINER,2010,Standard,1.0,carried
VOLVO,S60,2007,Standard,1.0,carried
NISSAN,ARMADA,2006,Standard,1.0,carried
CHEVROLET,AVALANCHE,2009,Standard,1.0,carried
SUBARU,BAJA,2006,No,0.0,carried
TOYOTA,TACOMA,2002,No,0.0,carried
LEXUS,GX,2007,not_found,,rescue_failed
JEEP,COMPASS,2009,Standard,1.0,carried
FORD,E-250,2008,not_found,,carried
CHEVROLET,TRAVERSE,2009,Standard,1.0,carried
CHRYSLER,TOWN AND COUNTRY,2009,not_found,,carried
NISSAN,PATHFINDER,2010,Standard,1.0,carried
AUDI,A6,2003,Standard,1.0,rescued
CHRYSLER,CONCORDE,2004,No,0.0,carried
VOLVO,S80,2007,Optional,,carried
MAZDA,MX-5,2007,not_found,,carried
LEXUS,LS,2010,not_found,,rescue_failed
JAGUAR,XK,2007,Standard,1.0,rescued
ACURA,RSX,2003,No,0.0,carried
FORD,F-150,2010,Standard,1.0,carried
MAZDA,MX-5,2002,not_found,,carried
MERCURY,MILAN,2010,Standard,1.0,carried
AUDI,A6,2004,Standard,1.0,rescued
VOLVO,XC70,2005,Optional,,carried
CHEVROLET,TRACKER,2002,No,0.0,carried
CADILLAC,STS,2008,Standard,1.0,carried
BMW,X5,2003,Standard,1.0,rescued
